movie_id,title,directors,starring,release_year,mpaa_rating
1077,Brick Mansions,Not Specified,"Paul Walker,Robert Maillet,Rza,David Belle",2014,PG-13
1078,Silver Linings Playbook,David O. Russell,"Bradley Cooper,Jennifer Lawrence,Robert De Niro",2012,R
1079,Double Jeopardy,---,"Tommy Lee Jones,Ashley Judd,Bruce Greenwood",1999,R
1080,21 Grams,Alejandro Gonzalez Inarritu,"Naomi Watts,Benicio Del Toro,Sean Penn,Clea DuVall",2004,R
1081,Halloween 5,Dominique Othenin-Girard,"Donald Pleasence,Don Shanks,Danielle Harris",1989,R
1082,Silent Fall,Bruce Beresford,"Richard Dreyfuss,Linda Hamilton,John Lithgow",1994,R
1083,Resident Evil: Welcome to Raccoon City,Johannes Roberts,"Kaya Scodelario,Hannah John-Kamen,Robbie Amell",2021,R
1084,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,"David Warner,Mark Caso,Paige Turco,Michelan Sisti",1991,PG
1085,Gone,Heitor Dhalia,"Amanda Seyfried,Jennifer Carpenter,Wes Bentley",2012,PG-13
1086,The Hobbit: An Unexpected Journey,Peter Jackson,"Ian Mckellen,Martin Freeman,Richard Armitage",2012,PG-13
1087,Goldeneye,Martin Campbell,"Pierce Brosnan,Sean Bean,Izabella Scorupco",1995,PG-13
1088,Paper Soldiers,"Damon Dash,David Daniel","Kevin Hart,Beanie Sigel,Damon Dash,Stacey Dash",2002,R
1089,Cloudy with a Chance of Meatballs,"Phil Lord,Christopher Miller","Anna Faris,Bill Hader,Bruce Campbell,James Caan",2009,PG
1090,Buffaloed,Tanya Wexler,"Zoey Deutch,Judy Greer,Jai Courtney,Jermaine Fowler",2019,Não classificado
1091,Life Without Hope,Leo Sullivan,"Andra Fuller,Michael Finn,Erica Page,Maurice Johnson",2020,Não classificado
1092,The Remaining,Casey Lascala,"Johnny Pacar,Shaun Sipos,Bryan Dechart,Alexa Vega",2014,PG-13
1093,Saving Private Ryan,Steven Spielberg,"Tom Hanks,Edward Burns,Matt Damon,Tom Sizemore",1998,Não classificado
1094,A Father's Legacy,Jason Mac,"Tobin Bell,Jason Mac,Gregory Alan Williams,Kurt Yue",2021,Não classificado
1095,Inside a Cult: Messiah on Trial,Ben Anthony,Michael Travesser,2009,Não classificado
1096,Death on the Nile,John Guillermin,"Peter Ustinov,Bette David,Mia Farrow,Jane Birkin",1978,PG
1097,Phantasm: Remastered,Don Coscarelli,"A. Michael Baldwin,Bill Thornbury,Reggie Bannister",1979,R
1098,Phantoms,Joe Chappelle,"Joanna Going,Peter O'Toole,Rose McGowan",1998,R
1099,Make Up,Claire Oakley,"Molly Windsor,Stefanie Martini,Joseph Quinn",2021,Não classificado
1100,"Little Death, The",Desconhecido,"Verheyen,Jan",1996,R
1101,Pinkfong and Baby Shark's Space Adventure,Desconhecido,Pinkfong,2016,Não classificado
1102,The Hobbit: An Unexpected Journey,Peter Jackson,"Ian Mckellen,Martin Freeman,Richard Armitage",2012,PG-13
1103,Acts of Violence,Brett Donowho,"Bruce Willis,Cole Hauser,Shawn Ashmore,Ashton Holmes",2018,R
1104,Scary Movie 2,Keenen Ivory Wayans,"Shawn Wayans,Marlon Wayans,Anna Faris,Regina Hall",2001,R
1105,Annabelle Comes Home,Gary Dauberman,"Vera Farmiga,Patrick Wilson,Mckenna Grace",2019,R
1106,Prairie Fever,Stephen Bridgewater,"Kevin Sorbo,Lance Henriksen,Felicia Day",2008,Não classificado
1107,Evil Dead,Fede Alvarez,"Jane Levy,Rupert Degas,Bob Dorian,Jessica Lucas",2013,Não classificado
1108,Edward Scissorhands,Tim Burton,"Johnny Depp,Winona Ryder,Dianne Wiest",1990,PG-13
1109,Brick Mansions,Not Specified,"Paul Walker,Robert Maillet,Rza,David Belle",2014,PG-13
1110,Hoopties,Jeremy Berger,"Chris Abbot,Christine Mittura",2023,Não classificado
1111,Trust,David Schwimmer,"Clive Owen,Viola Davis,Jason Clarke,Catherine Keener",2011,R
1112,Princess of the Row,Van Maximilian Carlson,"Edi Gathegi,Tayler Buck,Ana Ortiz,Jacob Vargas",2020,Não classificado
1113,Fantastic Beasts: The Secrets of Dumbledore,David Yates,"Jude Law,Eddie Redmayne,Mads Mikkelsen,Ezra Miller",2022,PG-13
1114,Thiruchitrambalam,Mithran Jawahar,"Dhanush,Nithya Menen,Raashi Khanna",2022,Não classificado
1115,Harry Potter: 8-Film Collection [4K Ultra HD + Blu-ray] [4K UHD],"Chris Columbus,Alfonso Cuarón,Mike Newell,David Yates","Daniel Radcliffe,Rupert Grint,Emma Watson",,Não classificado
1116,The Last Airbender,Desconhecido,Not Specified,2010,PG
1117,Always At The Carlyle,Matthew Miele,"George Clooney,Anthony Bourdain,Jeff Goldblum",2018,PG-13
1118,Saturday Night Fever,John Badham,"John Travolta,Karen Lynn Gorney,Barry Miller",1977,R
1119,Shrapnel,William Kaufman,"Jason Patric,Cam Gigandet,Kesia Elwin",2023,R
1120,Swordfish,Dominic Sena,"John Travolta,Hugh Jackman,Halle Berry,Don Cheadle",2001,Não classificado
1121,Do You Like Broccoli Ice Cream? & More Kids Songs - Super Simple Songs,Desconhecido,Super Simple Songs,2017,Não classificado
1122,Moonraker,Lewis Gilbert,"Roger Moore,Lois Chiles,Michael Lonsdale,Richard Kiel",1979,PG
1123,The Man with the Golden Gun,Guy Hamilton,"Roger Moore,Christopher Lee,Britt Ekland",1974,PG
1124,Support Your Local Gunfighter,Burt Kennedy,"James Garner,Jack Elam,Suzanne Pleshette,Harry Morgan",1971,G
1125,The Conjuring 2,James Wan,"Patrick Wilson,Vera Farmiga",2016,R
1126,Nanny McPhee Returns,Susanna White,"Emma Thompson,Maggie Gyllenhaal,Rhys Ifans",2010,PG
1127,A Monster In Paris,Bilbo Bergeron,"Matthieu Chedid,Vanessa Paradis,Gad Elmaleh",2012,Não classificado
1128,Wild Prairie Rose,Deborah LaVine,"Tara Samuel,Troy Kotsur,Suanne Spoke",2016,Não classificado
1129,The Notebook,Nick Cassavetes,"Ryan Gosling,Rachel McAdams,James Garner",2004,PG-13
1130,Spoiler Alert,Michael Showalter,"Jim Parsons,Ben Aldridge,Sally Field,Bill Irwin",2022,PG-13
1131,The Woman Who Wasn't There,Angelo J. Guglielmo Jr.,Tania Head,2012,Não classificado
1132,The Queen's Corgi,"Vincent Kesteloot,Ben Stassen","Leo Barakat,Jo Wyatt,Dino Andrade",2020,PG
1133,Messenger of Death,J. Lee Thompson,"Charles Bronson,Trish Van Devere,Lawrence Luckinbill",1988,R
1134,The Substitute,Robert Mandel,"Tom Berenger,Raymond Cruz,William Forsythe",1996,R
1135,Book Club,Bill Holderman,"Diane Keaton,Jane Fonda,Candice Bergen",2018,PG-13
1136,Failure to Launch,Tom Dey,"Matthew McConaughey,Sarah Jessica Parker",2006,Não classificado
1137,Scream,Wes Craven,"Neve Campbell,David Arquette,Courteney Cox Arquette",1996,Não classificado
1138,Kingdom of Heaven,Ridley Scott,"Orlando Bloom,Eva Green,Liam Neeson,Jeremy Irons",2005,R
1139,The Courier,Dominic Cooke,"Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan",2021,PG-13
1140,War of The Worlds (2005),Steven Spielberg,"Tom Cruise,Dakota Fanning,Miranda Otto,Tim Robbins",2005,PG-13
1141,Bats,Louis Morneau,"Lou Diamond Phillips,Dina Meyer,Bob Gunton,Leon",1999,PG-13
1142,The Forger,Philip Martin,"John Travolta,Christpher Plummer,Tye Sheridan",2015,R
1143,Tomorrow Never Dies,Roger Spottiswoode,"Pierce Brosnan,Michelle Yeoh,Teri Hatcher",1997,PG-13
1144,Farewell My Love,Randall Fontana,"Gabrielle Fitzpatrick,Phillip Rhys Chaudhary",2000,Não classificado
1145,Lavell Crawford: The Comedy Vaccine (Extended Edition),Brian Volk-Weiss,Lavell Crawford,2021,Não classificado
1146,The Reef,"Howard E. Baker,John Fox","Freddie Prinze Jr.,Rob Schneider,Evan Rachel Wood",2007,G
1147,Sinister,Scott Derrickson,"Ethan Hawke,Juliet Rylance,James Ransone,Clare Foley",2012,R
1148,Nanny McPhee,Kirk Jones,"Emma Thompson,Colin Firth,Angela Lansbury",2006,Não classificado
1149,Resident Evil: The Final Chapter,Paul W.S. Anderson,"Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts",2017,Não classificado
1150,Autumn in New York,Joan Chen,"Richard Gere,Winona Ryder,Anthony LaPaglia",2000,PG-13
1151,The Electrical Life Of Louis Wain,Will Sharpe,"Benedict Cumberbatch,Claire Foy,Andrea Riseborough",2021,PG-13
1152,Beyond the Law,James Cullen Bressack,"DMX,Steven Seagal,Johnny Messner,Bill Cobbs",2019,Não classificado
1153,Chick Fight,Paul Leyden,"Malin Akerman,Alec Baldwin,Bella Thorne",2020,R
1154,Batman & Robin,Joel Schumacher,"Arnold Schwarzenegger,George Clooney,Chris O'Donnell",1997,PG-13
1155,Navy Seals,Desconhecido,Lewis Teague,1990,R
1156,Spinning Man,Simon Kaijser,"Pierce Brosnan,Guy Pearce,Minnie Driver,Jamie Kennedy",2018,R
1157,Annabelle: Creation,David Sandberg,"Stephanie Sigman,Talitha Bateman,Lulu Wilson",2017,R
1158,Book Club: The Next Chapter,Bill Holderman,"Diane Keaton,Jane Fonda,Candice Bergen,Andy Garcia",2023,PG-13
1159,The Jewel of the Nile,Lewis Teague,"Michael Douglas,Kathleen Turner",1985,PG
1160,The Knight of Shadows,Vash,"Jackie Chan,Elane Zhong,Ethan Juan",2020,Não classificado
1161,Madagascar: Escape 2 Africa,"Eric Darnell,Tom McGrath","Ben Stiller,Chris Rock,David Schwimmer",2008,PG
1162,Season of the Witch,Dominic Sena,"Nicolas Cage,Ron Perlman,Claire Foy",2011,PG-13
1163,Trick 'r Treat,Michael Dougherty,"Anna Paquin,Brian Cox,Dylan Baker,Rochelle Aytes",2008,R
1164,Shutter Island,Martin Scorsese,"Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley",2010,R
1165,The Ring,Gore Verbinski,"Naomi Watts,Martin Henderson,Brian Cox,David Dorfman",2002,PG-13
1166,The Woman in Black,James Watkins,"Daniel Radcliffe,Janet McTeer,Molly Harmon",2012,PG-13
1167,The Cat in the Hat Knows a Lot About Halloween!,Tony Collingwood,"Alexa Torrington,Jacob Ewaniuk,Martin Short",2016,G
1168,Summer of 84,"Francois Simard,Anouk Whissell,Yoann-Karl Whissell","Graham Verchere,Judah Lewis,Caleb Emery",2018,R
1169,Retreat To Paradise,Brian Brough,"Melanie Stone,Casey Elliott,Brian Krause,Jaclyn Hales",2020,Não classificado
1170,The Lord of The Rings: The Fellowship of the Ring (Extended Edition),Peter Jackson,"Elijah Wood,Ian McKellen,Liv Tyler,Viggo Mortensen",2001,PG-13
1171,The Book of Life,Jorge Gutierrez,"Christina Applegate,Ice Cube,Kate del Castillo",2014,PG
1172,The Matrix: Resurrections,Lana Wachowski,"Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II",2021,R
1173,Black Mass,Scott Cooper,"Johnny Depp,Benedict Cumberbatch,Dakota Johnson",2015,R
1174,Gone,Heitor Dhalia,"Amanda Seyfried,Jennifer Carpenter,Wes Bentley",2012,PG-13
1175,The Mist,Frank Darabont,"Thomas Jane,Marcia Gay Harden,Laurie Holden",2007,R
1176,The Sandlot,"David Mickey Evans,David J. Evans,David M. Evans","Tom Guiry,Mike Vitar,Patrick Renna,Chauncey Leopardi",1993,PG
1177,Of an Age,Goran Stolevski,"Elias Anton,Thom Green,Hattie Hook",2023,R
1178,Tyler Perry's I Can Do Bad All By Myself,Tyler Perry,"Tyler Perry,Taraji P. Henson",2009,PG-13
1179,Barbie (Blu-Ray + Digital),greta gerwig,"margot robbie,ryan gosling,will ferrell",,Não classificado
1180,The Gambler,Desconhecido,Rupert Wyatt,2014,R
1181,Red Dragon,Brett Ratner,"Anthony Hopkins,Edward Norton,Ralph Fiennes",2002,R
1182,Madea Gets A Job ( Stage Play),Tyler Perry,"Tyler Perry,Patrice Lovely",2013,Não classificado
1183,Recoil,Terry Miles,"Steve Austin,Danny Trejo,Serinda Swan",2012,Não classificado
1184,Legion,Scott Stewart,"Paul Bettany,Lucas Black,Tyrese Gibson",2010,R
1185,Queen Bees,Michael Lembeck,"Ellen Burstyn,James Caan,Ann-Margret,Jane Curtin",2021,PG-13
1186,Peace by Chocolate,Jonathan Keijser,"Hatem Ali,Ayham Abou Ammar,Mark Camacho,Yara Sabri",2022,Não classificado
1187,Christmas Belle,Alex Wright,"Haylie Duff,Nicholas Gonzalez,Mark Famiglietti",2013,Não classificado
1188,Henry VII: The Winter King,Desconhecido,Stuart Elliott,2013,PG
1189,Belly,Hype Williams,"Nas,Dmx,Taral Hicks,Hassan Johnson",1998,R
1190,The Sons of Katie Elder,Henry Hathaway,"John Wayne,Dean Martin,Martha Hyer",1965,Não classificado
1191,Looking For Her,Alexandra Swarens,"Olivia Buckle,Alexandra Swarens,Sophie Arrick-Lewis",2022,Não classificado
1192,Dino King,Han Sang-ho,Goo Ja-hyeong,2013,Não classificado
1193,Devil's Pond,Joel Viertel,"Kip Pardue,Tara Reid,Meredith Baxter,Dan Gunther",2005,R
1194,Country Remedy,Andrew C. Erin,"Cameron Bancroft,Bellamy Young,Aidan Mitchell",2007,Não classificado
1195,Curious George: A Halloween Boo Fest,"Scott Heming,Andrei Svislotski","Frank Welker,Jeff Bennett,Carlos Alazraqui",2013,Não classificado
1196,Undiscovered Disney Parks,Lightship Entertainment,"Mickey Mouse,Walt Disney",2006,Não classificado
1197,Imagine That,---,"Eddie Murphy,Thomas Haden Church,Yara Shahidi",2009,PG
1198,The Marriage Fool (Restored),Charles Matthau,"Walter Matthau,Carol Burnett,John Stamos,Teri Polo",1998,Não classificado
1199,The Shining,Stanley Kubrick,"Jack Nicholson,Shelley Duvall,Danny Lloyd",1980,R
1200,Alien Vs. Predator,"Paul Anderson,Paul W.S. Anderson","Lance Henriksen,Sanaa Lathan,Raoul Bova,Ewen Bremner",2004,PG-13
1201,See Jane Date,Robert Berlinger,"Charisma Carpenter,Zachary Levi",,Não classificado
1202,Legend of the Lost,Henry Hathaway,"John Wayne,Sophia Loren,Rossano Brazzi",1957,Não classificado
1203,Ghost In the Shell,Mamoru Oshii,"Richard Epcar,Christopher Joyce,William Knight",1996,Não classificado
1204,School Ties,Robert Mandel,"Brendan Fraser,Matt Damon,Chris O'Donnell,Ben Affleck",1992,Não classificado
1205,Eye for an Eye,Desconhecido,John Schlesinger,1996,Não classificado
1206,Young Billy Young,Burt Kennedy,"Robert Mitchum,Angie Dickinson,Robert Walker",1969,G
1207,SAPPY HOLIDAY,Andrew Cymek,"Brigitte Kingsley,Jon McLaren,Troy Blundell",2022,PG
1208,Mistaken,Alfred Robbins,"Nadia Kounda,James Whalen,Chantal Nchako",2017,Não classificado
1209,Spider-Man: Into the Spider-Verse,"Bob Persichetti,Peter Ramsey,Rodney Rothman","Shameik Moore,Jake M. Johnson,Hailee Steinfeld",2018,PG
1210,Pimp,Christine Crokos,"Keke Palmer,Edi Gathegi,Aunjanue Ellis,Vanessa Morgan",2018,Não classificado
1211,Days of Thunder,Tony Scott,"Tom Cruise,Robert Duvall,Randy Quaid,Nicole Kidman",1990,PG-13
1212,The Layover,William H. Macy,"Kate Upton,Alexandra Daddario,Matt Barr,Matt Jones",2017,R
1213,Man on Fire,Tony Scott,"Denzel Washington,Dakota Fanning,Christopher Walken",2004,R
1214,CoComelon - JJ's Animal Time,Desconhecido,Moonbug Entertainment,2022,Não classificado
1215,Take Me Home,Sam Jaeger,"Bree Turner,Lin Shaye,Victor Garber,Sam Jaeger",2011,PG-13
1216,"Sex, Love, Misery: New New York",Shannon Alexander,"Aisha Kerensa,Camila Sanchez,Emile Filippi",2022,Não classificado
1217,Batman Returns,Tim Burton,"Michael Keaton,Michelle Pfeiffer,Christopher Walken",1992,PG-13
1218,Jeff Dunham: Arguing with Myself,Manny Rodriguez,Jeff Dunham,2006,Não classificado
1219,Nazi Death Marches,Virginie Linhart,Caroline Ferrus,2023,Não classificado
1220,Dancing Detective: A Deadly Tango,Stefan Scaini,"Lacey Chabert,Will Kemp",2023,Não classificado
1221,Runaway Train,Desconhecido,Andrei Konchalovsky,1985,R
1222,The LEGO Movie,"Phil Lord,Christopher Miller","Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett",2014,PG
1223,Thirteen Lives,Ron Howard,"Viggo Mortensen,Colin Farrell,Joel Edgerton",2022,PG-13
1224,Stuck in Love,Josh Boone,"Greg Kinnear,Jennifer Connelly,Kristen Bell",2013,R
1225,Get a Job,Dylan Kidd,"MilesTeller,Bryan Cranston,Anna Kendrick,Alison Brie",2016,R
1226,Hatchet,Adam Green,"Joel David Moore,Deon Richmond,Mercedes McNab",2007,R
1227,The Couch Trip,Michael Ritchie,"Dan Aykroyd,Walter Matthau,Charles Grodin,Donna Dixon",1988,R
1228,Tim Burton's The Nightmare Before Christmas,Henry Selick,"Chris Sarandon,Catherine O'Hara,William Hickey",1993,PG
1229,Dr. No HD,Terence Young,"Sean Connery,Joseph Wiseman",1963,PG
1230,Aloha,Cameron Crowe,"Emma Stone,Rachel McAdams,Ivana Milicevic",2015,Não classificado
1231,Star Trek (2009),J.J. Abrams,"John Cho,Ben Cross,Bruce Greenwood,Simon Pegg",2009,PG-13
1232,Transformers: Revenge of the Fallen,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson",2009,PG-13
1233,The Far Pavilions,Peter Duffell,"Omar Sharif,Ben Cross,Amy Irving,Christopher Lee",1984,Não classificado
1234,Triggered,Alastair Orr,"Reine Swart,Liesl Ahlers,Russel Crous",2020,Não classificado
1235,Hot Tub Time Machine 2,Steve Pink,"Rob Cordry,Craig Robinson,Clark Duke,Adam Scott",2015,R
1236,Spider-Man Across The Spider-Verse: Sneak Peek,"Joaquim Dos Santos,Kemp Powers,Justin K. Thompson","Shameik Moore,Hailee Steinfeld,Jake Johnson,Issa Rae",2023,PG
1237,Robots,"Chris Wedge,Carlos Saldanha","Ewan McGregor,Halle Berry,Greg Kinnear,Mel Brooks",2005,PG
1238,Humpty Dumpty & More Kids Songs - Super Simple Songs,Desconhecido,Super Simple Songs,2017,Não classificado
1239,A View to a Kill,John Glen,"Roger Moore,Christopher Walken,Tanya Roberts",1985,PG
1240,Stuck in Love,Josh Boone,"Greg Kinnear,Jennifer Connelly,Kristen Bell",2013,R
1241,Once Upon a Time in the West,Sergio Leone,"Henry Fonda,Claudia Cardinale,Jason Robards",1969,PG-13
1242,The Couch Trip,Michael Ritchie,"Dan Aykroyd,Walter Matthau,Charles Grodin,Donna Dixon",1988,R
1243,The Retrievers,Paul Schneider,"Robert Hays,Mei Harris,Alan Rachins",2001,Não classificado
1244,Once Upon a Time in the West,Sergio Leone,"Henry Fonda,Claudia Cardinale,Jason Robards",1969,PG-13
1245,Tomorrow Never Dies,Roger Spottiswoode,"Pierce Brosnan,Michelle Yeoh,Teri Hatcher",1997,PG-13
1246,Hatchet,Adam Green,"Joel David Moore,Deon Richmond,Mercedes McNab",2007,R
1247,The Fire That Took Her,Desconhecido,Patricia E. Gillespie,2022,Não classificado
1248,Sabrina The Teenage Witch,Tibor Takács,"Melissa Joan Hart,Ryan Reynolds,Sherry Miller",1996,PG
1249,Stan Helsing,Bo Zenga,"Steve Howey,Kenan Thompson,Leslie Nielsen,Diora Baird",2009,R
1250,Skin Trade,Ekachai Uekrongtham,"Dolph Lundgren,Tony Jaa,Michael Jai White,Ron Perlman",2015,R
1251,Beverly Hills Cop,Martin Brest,"Eddie Murphy,Judge Reinhold,John Ashton",1984,R
1252,The Gate,Tibor Takacs,"Stephen Dorff,Christa Denton,Louis Tripp",1987,PG-13
1253,FLU,Sung-su Kim,"Hyuk Jang,Soo Ae,In-Pyo Cha,Hee-joon Lee",2013,Não classificado
1254,The Suicide Squad,James Gunn,"Margot Robbie,Idris Elba,John Cena,Joel Kinnaman",2021,R
1255,Elf,Jon Favreau,"Will Ferrell,James Caan,Bob Newhart,Ed Asner",2003,PG
1256,In The Blood,John Stockwell,"Gina Carano,Danny Trejo,Cam Gigandet,Treat Williams",2014,R
1257,Underdogs,Doug Dearth,"D. B. Sweeney,Logan Huffman,Charlie Carver",2013,PG
1258,The Secret,Drew Heriot,"Rhonda Byrne,John Assaraf,Michael Beckwith,Lee Brower",2006,Não classificado
1259,Transformers: Revenge of the Fallen,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson",2009,PG-13
1260,Body of Lies,Ridley Scott,"Leonardo DiCaprio,Russell Crowe,Mark Strong",2008,R
1261,"Map of Tiny Perfect Things, The",Ian Samuels,"KATHRYN NEWTON,KYLE ALLEN,AL MADRIGAL,JERMAINE HARRIS",2021,PG-13
1262,Rollerball (2002),Desconhecido,John McTiernan,2002,Não classificado
1263,The Mandela Effect,David Guy Levy,"Charlie Hofheimer,Aleksa Palladino,Robin Lord Taylor",2019,Não classificado
1264,Tyler Perry's Madea Goes to Jail - The Play,Tyler Perry,"Cheryl Pepsii Riley,Cassi Davis,LaVan Davis",2009,Não classificado
1265,Falling for Vermont,David Winning,"Julie Gonzalo,Benjamin Ayres",2017,Não classificado
1266,Annabelle,John R. Leonetti,"Annabelle Wallis,Ward Horton,Alfre Woodard",2014,R
1267,Desperation Road,Nadine Crocker,"Garrett Hedlund,Willa Fitzgerald,Ryan Hurst",2023,R
1268,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Cathy Yan,"Margot Robbie,Mary Elizabeth Winstead",2020,R
1269,"Sex, Love, Misery: New New York",Shannon Alexander,"Aisha Kerensa,Camila Sanchez,Emile Filippi",2022,Não classificado
1270,A Turtle's Tale 2: Sammy's Escape From Paradise,"Vincent Kesteloot, Ben Stassen, Mimi Maynard",Khary Payton,2013,Não classificado
1271,Heal,"Kelly Noonan Gores,Adam Schomer","Dr. Deepak Chopra,Dr. Joe Dispenza,Anita Moorjani",2017,Não classificado
1272,The Little Mermaid (Bonus Content and X-Ray Features),Rob Marshall,"Halle Bailey,Jonah Hauer-King,Daveed Diggs,Awkwafina",2023,PG
1273,The Devil You Know,Charles Murray,"Michael Ealy,Omar Epps,Michael Beach,Erica Tazel",2022,Não classificado
1274,The Devil You Know,Charles Murray,"Michael Ealy,Omar Epps,Michael Beach,Erica Tazel",2022,Não classificado
1275,Out of the Dark,Lluís Quílez,"Julia Stiles,Scott Speedman,Stephen Rea",2015,PG-13
1276,Hats Off To Christmas!,Terry Ingram,"Haylie Duff,Antonio Cupo,Jay Brazeau",2013,Não classificado
1277,The Lego Movie 2: The Second Part,Mike Mitchell,"Chris Pratt,Elizabeth Banks,Will Arnett,Alison Brie",2019,PG
1278,Christmas in the Smokies,Gary Wheeler,"Sarah Lancaster,Barry Corbin,Alan Powell,Jill Wagner",2015,Não classificado
1279,Desperation Road,Nadine Crocker,"Garrett Hedlund,Willa Fitzgerald,Ryan Hurst",2023,R
1280,Halloween H20: 20 Years Later,"Miner,Steve","Jamie Lee Curtis,Adam Arkin,Michelle Williams",1998,R
1281,Falling for Vermont,David Winning,"Julie Gonzalo,Benjamin Ayres",2017,Não classificado
1282,A Turtle's Tale 2: Sammy's Escape From Paradise,"Vincent Kesteloot, Ben Stassen, Mimi Maynard",Khary Payton,2013,Não classificado
1283,Barbie (4K Ultra HD + Digital) [4K UHD],greta gerwig,"margot robbie,ryan gosling,will ferrell",,Não classificado
1284,Annabelle,John R. Leonetti,"Annabelle Wallis,Ward Horton,Alfre Woodard",2014,R
1285,Death Race 2000,Paul Bartel,"Sylvester Stallone,David Carradine,Simone Griffeth",1975,R
1286,The Visitor,Thomas McCarthy,"Richard Jenkins, Maggie Moore, Hiam Abbass, Amir Arison",2008,PG-13
1287,Murphy's Law,J. Lee Thompson,"Robert F. Lyons,Charles Bronson,Kathleen Wilhoite",1986,R
1288,I Am T-Rex,"Shang Ming,Si Lin","Ben Balmaceda,Charlie Campbell,Y. Chang",2023,Não classificado
1289,Neighbors,Nicholas Stoller,"Seth Rogen,Zac Efron,Rose Byrne",2014,R
1290,Judas and the Black Messiah,Shaka King,"Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons",2021,R
1291,The Locusts,John Patrick Kelley,"Kate Capshaw,Jeremy Davies",1997,R
1292,The Founder,John Lee Hancock,"Michael Keaton,Laura Dern,Linda Cardellini",2017,PG-13
1293,Karen,Coke Daniels,"Taryn Manning,Cory Hardrict,Jasmine Burke",2021,R
1294,The Lazarus Effect,David Gelb,"Mark Duplass,Olivia Wilde,Sarah Bolger,Evan Peters",2015,PG-13
1295,The Suicide Squad,James Gunn,"Margot Robbie,Idris Elba,John Cena,Joel Kinnaman",2021,R
1296,Haunt,"Scott Beck,Bryan Woods","Katie Stevens,Will Brittain,Lauryn Alisa McClain",2019,R
1297,Dominion: Prequel To The Exorcist,Paul Schrader,"Stellan Skarsgard,Ralph Brown,Gabriel Mann",2005,R
1298,China Doll,"Borzage,Frank","Victor Mature,Stuart Whitman",1958,Não classificado
1299,The Hired Heart,Jeremy Kagan,"Penelope Ann Miller,Brett Cullen,Barry Corbin",1997,Não classificado
1300,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Cathy Yan,"Margot Robbie,Mary Elizabeth Winstead",2020,R
1301,My Bloody Valentine,Patrick Lussier,"Jaime King,Edi Gathegi,Kerr Smith,Jensen Ackles",2009,R
1302,Adeline,Greg James,"John Schneider,David Chokachi,Jake Satow",2022,Não classificado
1303,Trick or Treat Scooby-Doo!,Audie Harrison,"Frank Welker,Grey DeLisle,Matthew Lillard",2022,Não classificado
1304,Catch Hell,Ryan Phillippe,"Ryan Phillippe,Ian Barford,Stephen Louis Grush",2014,Não classificado
1305,P!nk: All I Know So Far,Desconhecido,Michael Gracey,2021,Não classificado
1306,Quest for the Lost Pharaoh,Pierre Stine,Vassil Dobrev,2003,PG
1307,Titanic,James Cameron,"Leonardo DiCaprio,Kate Winslet,Billy Zane",1997,PG-13
1308,Admission,Paul Weitz,"Tina Fey,Paul Rudd,Michael Sheen,Nat Wolff",2013,PG-13
1309,Traded,Timothy Woodward Jr.,"Quinton Aaron,Trace Adkins,Tom Sizemore,Martin Kove",2016,Não classificado
1310,Warhorse One,"Johnny Strong,William Kaufman","Johnny Strong,Athena Durner,Raj Kala",2023,R
1311,Daylight,"Rob L. Cohen,Rob Cohen","Vanessa Bell Calloway,Rosemary Forsythe",1996,PG-13
1312,Lost Child,Ramaa Mosley,"Leven Rambin,Jim Parrack,Landon Edwards",2018,Não classificado
1313,The Big Country,William Wyler,"Gregory Peck,Jean Simmons,Carroll Baker",1958,Não classificado
1314,Elvira: Mistress of the Dark,James Signorelli,"Cassandra Peterson,Susan Kellerman,Jeff Conaway",1988,PG-13
1315,The Retrievers,Paul Schneider,"Robert Hays,Mei Harris,Alan Rachins",2001,Não classificado
1316,Blindfire,Mike Nell,"Brian Geraghty,Bethany Joy Lenz,Wayne Brady",2020,Não classificado
1317,Gangs Of New York,Martin Scorsese,"Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz",2002,R
1318,Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,"Freddie Prinze,Sarah Michelle Gellar,Neil Fanning",2004,PG
1319,A Walk in the Clouds,Alfonso Arau,"Keanu Reeves,Aitana Sanchez-Gijon,Anthony Quinn",1995,PG-13
1320,"Love, Kennedy",T.C. Christensen,"Jasen Wade,Heather Beers,Tatum Chiniquy",2017,PG
1321,Mary Higgins Clark's: Try to Remember,Jeff Beesely,"Gabrielle Anwar,Max Martini,Diego Wallraff",2004,PG-13
1322,Captain America: The Winter Soldier,"Anthony Russo,Joe Russo","Chris Evans,Scarlett Johansson,Samuel L. Jackson",2014,Não classificado
